No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference,fp,desc,MW,ExactMolWt,LogP,HBA,HBD,TPSA,AromaticRings,RotatableBonds,HeavyAtoms,QED,FractionCSP3,RingCount,pIC50_pred,IC50_pred_nM
42,Steroid,CC12C(C(CCCC)=CC3C2CCC4(C)C3CCC4=O)=CC(CC1)=O,8.44651091318946,Inactive,340.55,3,4,0,2,4.664,34.14,0.20739207,-1046.171336,2.8899,-0.23108,-0.06278,0.1683,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-605,[0 0 0 ... 0 0 0],"[340.5070000000001, 340.240230264, 5.423800000000005, 2, 0, 34.14, 0, 3, 25, 0.6868380124572508, 0.7391304347826086, 4]",340.5070000000001,340.240230264,5.423800000000005,2,0,34.14,0,3,25,0.6868380124572508,0.7391304347826086,4,8.424715254394238,3.760839032533781
43,Steroid,CC12C(C(CCCCC)=CC3C2CCC4(C)C3CCC4=O)=CC(CC1)=O,8.436806484379652,Inactive,354.58,4,4,0,2,5.12,34.14,0.205965667,-1085.481251,2.8842,-0.23088,-0.06259,0.16829,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-606,[0 0 0 ... 0 0 0],"[354.53400000000016, 354.255880328, 5.813900000000006, 2, 0, 34.14, 0, 4, 26, 0.5966495672708454, 0.75, 4]",354.53400000000016,354.255880328,5.813900000000006,2,0,34.14,0,4,26,0.5966495672708454,0.75,4,8.424715254394238,3.760839032533781
44,Steroid,CC12C(C(CCCCCC)=CC3C2CCC4(C)C3CCC4=O)=CC(CC1)=O,8.431919190487823,Inactive,368.61,5,4,0,2,5.577,34.14,0.20474073,-1124.79079,2.8449,-0.23103,-0.06272,0.16831,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-607,[0 0 0 ... 0 0 0],"[368.5610000000002, 368.27153039199993, 6.204000000000006, 2, 0, 34.14, 0, 5, 27, 0.5410642379130094, 0.76, 4]",368.5610000000002,368.27153039199993,6.204000000000006,2,0,34.14,0,5,27,0.5410642379130094,0.76,4,8.415356463557861,3.842762433637712
45,Steroid,CC12C(C(CCCCCCC)=CC3C2CCC4(C)C3CCC4=O)=CC(CC1)=O,8.47281731188935,Inactive,382.64,6,4,0,2,6.033,34.14,0.20257097,-1164.108691,2.8889,-0.23117,-0.06262,0.16855,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-608,[0 0 0 ... 0 0 0],"[382.58800000000025, 382.28718045599993, 6.594100000000007, 2, 0, 34.14, 0, 6, 28, 0.48530967624087834, 0.7692307692307693, 4]",382.58800000000025,382.28718045599993,6.594100000000007,2,0,34.14,0,6,28,0.48530967624087834,0.7692307692307693,4,8.443346084774548,3.6029141609488966
46,Steroid,CC12C(C(C)=CC3C2CCC4(C)C3CCC4=O)=CC(C=C1)=O,8.504349074970575,Inactive,296.44,0,4,0,2,3.272,34.14,0.208818152,-927.0087622,3.5819,-0.23383,-0.06672,0.16711,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-609,[0 0 0 ... 0 0 0],"[296.40999999999997, 296.177630008, 4.029500000000003, 2, 0, 34.14, 0, 0, 22, 0.6760895538895387, 0.6, 4]",296.40999999999997,296.177630008,4.029500000000003,2,0,34.14,0,0,22,0.6760895538895387,0.6,4,8.461230693445396,3.4575566663951003
47,Steroid,CC12C(C(CC)=CC3C2CCC4(C)C3CCC4=O)=CC(C=C1)=O,8.3588481891316,Inactive,310.47,1,4,0,2,3.729,34.14,0.206468245,-966.3208649,3.6395,-0.234,-0.06642,0.16758,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-610,[0 0 0 ... 0 0 0],"[310.43699999999995, 310.193280072, 4.4196000000000035, 2, 0, 34.14, 0, 1, 23, 0.7182192814593186, 0.6190476190476191, 4]",310.43699999999995,310.193280072,4.4196000000000035,2,0,34.14,0,1,23,0.7182192814593186,0.6190476190476191,4,8.363065041407319,4.334459591966968
48,Steroid,CC12C(C(CCC)=CC3C2CCC4(C)C3CCC4=O)=CC(C=C1)=O,8.397940008672037,Inactive,324.5,2,4,0,2,4.185,34.14,0.204699519,-1005.633869,3.7096,-0.23301,-0.06516,0.16785,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-611,[0 0 0 ... 0 0 0],"[324.464, 324.208930136, 4.809700000000004, 2, 0, 34.14, 0, 2, 24, 0.730248679767248, 0.6363636363636364, 4]",324.464,324.208930136,4.809700000000004,2,0,34.14,0,2,24,0.730248679767248,0.6363636363636364,4,8.381723997760655,4.152178374784007
49,Steroid,CC12C(C(CCCC)=CC3C2CCC4(C)C3CCC4=O)=CC(C=C1)=O,8.4434490584395,Inactive,338.53,3,4,0,2,4.641,34.14,0.203059109,-1044.946211,3.7241,-0.23283,-0.06493,0.1679,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-612,[0 0 0 ... 0 0 0],"[338.49100000000004, 338.2245802, 5.199800000000005, 2, 0, 34.14, 0, 3, 25, 0.7085623172416405, 0.6521739130434783, 4]",338.49100000000004,338.2245802,5.199800000000005,2,0,34.14,0,3,25,0.7085623172416405,0.6521739130434783,4,8.397229700114325,4.006547536524347
50,Steroid,CC12C(C(CCCCC)=CC3C2CCC4(C)C3CCC4=O)=CC(C=C1)=O,8.414102717872563,Inactive,352.56,4,4,0,2,5.097,34.14,0.201621328,-1084.255819,3.7383,-0.2328,-0.06483,0.16797,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-613,[0 0 0 ... 0 0 0],"[352.5180000000001, 352.240230264, 5.589900000000005, 2, 0, 34.14, 0, 4, 26, 0.6180700346178966, 0.6666666666666666, 4]",352.5180000000001,352.240230264,5.589900000000005,2,0,34.14,0,4,26,0.6180700346178966,0.6666666666666666,4,8.397229700114325,4.006547536524347
51,Steroid,CC12C(C(CCCCCC)=CC3C2CCC4(C)C3CCC4=O)=CC(C=C1)=O,8.419112835579527,Inactive,366.59,5,4,0,2,5.553,34.14,0.200771033,-1123.565612,3.6753,-0.23281,-0.0649,0.16791,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-614,[0 0 0 ... 0 0 0],"[366.54500000000013, 366.25588032799993, 5.980000000000006, 2, 0, 34.14, 0, 5, 27, 0.5608842295256364, 0.68, 4]",366.54500000000013,366.25588032799993,5.980000000000006,2,0,34.14,0,5,27,0.5608842295256364,0.68,4,8.397229700114325,4.006547536524347
52,Steroid,CC12C(C(CCCCCCC)=CC3C2CCC4(C)C3CCC4=O)=CC(C=C1)=O,8.439104816294453,Inactive,380.62,6,4,0,2,6.01,34.14,0.197689281,-1162.889755,3.6375,-0.23319,-0.06599,0.1672,"6-Alkylandrosta-4,6-diene-3,17-diones and their 1,4,6-triene analogs as aromatase inhibitors. Structure-activity relationships",Steroids. 1997;62(8-9):595-615,[0 0 0 ... 0 0 0],"[380.5720000000002, 380.27153039199993, 6.370100000000006, 2, 0, 34.14, 0, 6, 28, 0.5017013065610553, 0.6923076923076923, 4]",380.5720000000002,380.27153039199993,6.370100000000006,2,0,34.14,0,6,28,0.5017013065610553,0.6923076923076923,4,8.435226518546255,3.670907839964148
53,Steroid,C[C@@]12C(CCC2=O)C3C[C@@H]4C5=CC(CC[C@]5(CO4)C3CC1)=O,8.360857563980318,Inactive,300.43,0,5,0,3,1.868,43.37,0.20823563,-964.1026761,1.9339,-0.23681,-0.05416,0.18265,"6beta,19-Bridged androstenedione analogs as aromatase inhibitors",Steroids. 2009;74(12):884-9,[0 0 0 ... 0 0 0],"[300.3980000000001, 300.17254462799997, 3.076200000000002, 3, 0, 43.370000000000005, 0, 0, 22, 0.69029317604578, 0.7894736842105263, 5]",300.3980000000001,300.17254462799997,3.076200000000002,3,0,43.370000000000005,0,0,22,0.69029317604578,0.7894736842105263,5,8.315742801731906,4.8334496428459826
57,Non-Steroid,O=C1C=COC2=C(CN3C=NC=C3)C=CC(C#N)=C21,8.179155868974,Active,251.26,2,3,0,4,0.944,71.82,0.217811071,-853.5712841,6.7331,-0.23983,-0.08895,0.15088,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-80,[0 0 0 ... 0 0 0],"[251.24500000000003, 251.069476528, 1.9094799999999998, 5, 0, 71.82, 3, 2, 19, 0.6970312562137172, 0.07142857142857142, 3]",251.24500000000003,251.069476528,1.9094799999999998,5,0,71.82,3,2,19,0.6970312562137172,0.07142857142857142,3,8.159707053088127,6.922977926821104
58,Non-Steroid,O=C1C=COC2=C(CN3C=NC=C3)C=CC([N+]([O-])=O)=C21,8.224855234569844,Inactive,271.25,3,3,0,5,0.959,93.85,0.227277276,-965.8188732,6.3324,-0.23983,-0.0879,0.15193,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-81,[0 0 0 ... 0 0 0],"[271.2320000000001, 271.05930576800006, 1.9459999999999997, 6, 0, 91.16999999999999, 3, 3, 20, 0.5359426015845717, 0.07692307692307693, 3]",271.2320000000001,271.05930576800006,1.9459999999999997,6,0,91.16999999999999,3,3,20,0.5359426015845717,0.07692307692307693,3,8.241575530020434,5.733561430427782
59,Non-Steroid,BrC1=C2C(OC=CC2=O)=C(CN3C=NC=C3)C=C1,8.245821385400793,Inactive,305.14,2,3,0,3,1.813,48.03,0.196813296,-3332.432014,3.9472,-0.23339,-0.06911,0.16428,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-82,[0 0 0 ... 0 0 0],"[305.131, 303.98473962800006, 2.800300000000001, 4, 0, 48.03, 3, 2, 18, 0.7312430226638732, 0.07692307692307693, 3]",305.131,303.98473962800006,2.800300000000001,4,0,48.03,3,2,18,0.7312430226638732,0.07692307692307693,3,8.217758876488304,6.056770578063035
60,Non-Steroid,O=C1C2=C(C=CC=C2)OC3=C(CN4C=NC=C4)C=CC(C#N)=C31,8.132736947129581,Active,301.32,2,4,0,4,2.52,71.82,0.207112235,-1007.229108,7.0319,-0.23748,-0.0929,0.14458,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-83,[0 0 0 ... 0 0 0],"[301.30500000000006, 301.08512659200005, 3.062680000000001, 5, 0, 71.82, 4, 2, 23, 0.533385875082084, 0.05555555555555555, 4]",301.30500000000006,301.08512659200005,3.062680000000001,5,0,71.82,4,2,23,0.533385875082084,0.05555555555555555,4,8.137941934223006,7.278771162153465
61,Non-Steroid,O=C1C2=C(C=CC=C2)OC3=C(CN4C=NC=C4)C=CC([N+]([O-])=O)=C31,8.130889194765137,Active,321.31,3,4,0,5,2.535,93.85,0.215336343,-1119.476756,6.6374,-0.23741,-0.09182,0.14559,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-84,[0 0 0 ... 0 0 0],"[321.2920000000001, 321.074955832, 3.0992000000000015, 6, 0, 91.16999999999999, 4, 3, 24, 0.32834513050861935, 0.058823529411764705, 4]",321.2920000000001,321.074955832,3.0992000000000015,6,0,91.16999999999999,4,3,24,0.32834513050861935,0.058823529411764705,4,8.222048983930849,5.997234298335486
62,Non-Steroid,O=C1C2=C(C=CC=C2)OC3=C(CN4C=NC=C4)C=CC(Br)=C31,8.151773307812324,Active,355.2,2,4,0,3,3.389,48.03,0.189524424,-3486.089492,4.4184,-0.23125,-0.07737,0.15388,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-85,[0 0 0 ... 0 0 0],"[355.19100000000003, 354.00038969200006, 3.953500000000002, 4, 0, 48.03, 4, 2, 22, 0.5117248787124429, 0.058823529411764705, 4]",355.19100000000003,354.00038969200006,3.953500000000002,4,0,48.03,4,2,22,0.5117248787124429,0.058823529411764705,4,8.192653830550954,6.417208786208021
63,Non-Steroid,O=C1C2=C(C=CC=C2)OC3=C(C#N)C=CC(CN4C=NC=C4)=C31,8.248853964209266,Inactive,301.32,2,4,0,4,2.52,71.82,0.209511294,-1007.230107,4.5532,-0.21942,-0.09823,0.12119,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-86,[0 0 0 ... 0 0 0],"[301.305, 301.085126592, 3.062680000000001, 5, 0, 71.82, 4, 2, 23, 0.533385875082084, 0.05555555555555555, 4]",301.305,301.085126592,3.062680000000001,5,0,71.82,4,2,23,0.533385875082084,0.05555555555555555,4,8.143041116430334,7.193808680580876
64,Non-Steroid,O=C1C2=C(C=CC=C2)OC3=C([N+]([O-])=O)C=CC(CN4C=NC=C4)=C31,8.220892309744627,Active,321.31,3,4,0,5,2.535,93.85,0.218942886,-1119.478281,4.7357,-0.22023,-0.10633,0.1139,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-87,[0 0 0 ... 0 0 0],"[321.292, 321.07495583200006, 3.0992000000000015, 6, 0, 91.17, 4, 3, 24, 0.32834513050861935, 0.058823529411764705, 4]",321.292,321.07495583200006,3.0992000000000015,6,0,91.17,4,3,24,0.32834513050861935,0.058823529411764705,4,8.222048983930849,5.997234298335486
65,Non-Steroid,O=C1C2=C(C=CC=C2)OC3=C(Br)C=CC(CN4C=NC=C4)=C31,8.21990802155277,Active,355.2,2,4,0,3,3.389,48.03,0.192697697,-3486.091966,4.9816,-0.21297,-0.08365,0.12932,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-88,[0 0 0 ... 0 0 0],"[355.1910000000001, 354.00038969200006, 3.9535000000000027, 4, 0, 48.03, 4, 2, 22, 0.5117248787124429, 0.058823529411764705, 4]",355.1910000000001,354.00038969200006,3.9535000000000027,4,0,48.03,4,2,22,0.5117248787124429,0.058823529411764705,4,8.192653830550954,6.417208786208021
66,Non-Steroid,O=C1C=COC2=CC(CN3C=NC=C3)=CC=C21,8.154901959985743,Active,226.25,2,3,0,3,1.065,48.03,0.213454222,-761.3376919,5.4168,-0.22878,-0.0635,0.16528,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-89,[0 0 0 ... 0 0 0],"[226.235, 226.07422756, 2.0378, 4, 0, 48.03, 3, 2, 17, 0.671405255652193, 0.07692307692307693, 3]",226.235,226.07422756,2.0378,4,0,48.03,3,2,17,0.671405255652193,0.07692307692307693,3,8.189888445795566,6.458200950495161
67,Non-Steroid,O=C1C=COC2=CC(CN3C=NN=C3)=CC=C21,8.26505636708669,Inactive,227.24,2,3,0,4,0.541,60.92,0.232724115,-777.3607627,7.1874,-0.25387,-0.06945,0.18442,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-90,[0 0 0 ... 0 0 0],"[227.223, 227.069476528, 1.4327999999999999, 5, 0, 60.92, 3, 2, 17, 0.6640971082413873, 0.08333333333333333, 3]",227.223,227.069476528,1.4327999999999999,5,0,60.92,3,2,17,0.6640971082413873,0.08333333333333333,3,8.191161504716785,6.439297574461532
68,Non-Steroid,O=C1C2=C(C=CC=C2)OC3=CC(CN4C=NC=C4)=CC=C31,8.193214106416404,Active,276.31,2,4,0,3,2.641,48.03,0.203960909,-914.9951135,5.5119,-0.22736,-0.07261,0.15475,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-91,[0 0 0 ... 0 0 0],"[276.295, 276.089877624, 3.1910000000000016, 4, 0, 48.03, 4, 2, 21, 0.528192006706474, 0.058823529411764705, 4]",276.295,276.089877624,3.1910000000000016,4,0,48.03,4,2,21,0.528192006706474,0.058823529411764705,4,8.366931218669896,4.296044599258788
70,Non-Steroid,O=C1C(CN2C=NC=C2)=C(C3=CC=CC=C3)OC4=CC(OC)=CC=C41,8.203450829472398,Active,332.38,4,4,0,4,2.757,57.26,0.205101098,-1106.921141,6.64,-0.20649,-0.06416,0.14233,"A new class of nonsteroidal aromatase inhibitors: design and synthesis of chromone and xanthone derivatives and inhibition of the P450 enzymes aromatase and 17 alpha-hydroxylase/C17,20-lyase",J Med Chem. 2001 Mar 1;44(5):672-92,[0 0 0 ... 0 0 0],"[332.3590000000001, 332.11609237199997, 3.7134000000000027, 5, 0, 57.260000000000005, 4, 4, 25, 0.571481103896921, 0.1, 4]",332.3590000000001,332.11609237199997,3.7134000000000027,5,0,57.260000000000005,4,4,25,0.571481103896921,0.1,4,8.20715792823635,6.20643300471708
72,Steroid,O=C1CCC2C3[C@H](OC(C)=O)C(C4=CC(CCC4(C)C3CCC21C)=O)=O,8.27771792198676,Inactive,358.47,2,4,0,5,1.918,77.51,0.240634885,-1192.015295,3.492,-0.24394,-0.09682,0.14712,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-85,[0 0 0 ... 0 0 0],"[358.4340000000001, 358.1780239319999, 2.8080000000000007, 5, 0, 77.51, 0, 1, 26, 0.6737154220574997, 0.7142857142857143, 4]",358.4340000000001,358.1780239319999,2.8080000000000007,5,0,77.51,0,1,26,0.6737154220574997,0.7142857142857143,4,8.269383852410636,5.37794241426186
73,Steroid,O=C1CCC2C3[C@H](O)C(C4=CC(CCC4(C)C3CCC21C)=O)=O,8.304640283255823,Inactive,316.43,0,4,1,4,1.539,71.44,0.231804255,-1039.352247,3.5669,-0.23888,-0.10375,0.13513,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-86,[0 0 0 ... 0 0 0],"[316.39700000000005, 316.16745924799994, 2.2372000000000005, 4, 1, 71.44, 0, 0, 23, 0.7437610313890208, 0.7368421052631579, 4]",316.39700000000005,316.16745924799994,2.2372000000000005,4,1,71.44,0,0,23,0.7437610313890208,0.7368421052631579,4,8.278701941504908,5.263783986050317
74,Steroid,O=C1CCC2C3CC(C4=CC(C(C)(C)CC4(C)C3CCC21C)=O)=O,8.185560694582964,Active,328.49,0,4,0,3,3.032,51.21,0.219250615,-1042.764415,4.3997,-0.23954,-0.08785,0.15169,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-87,[0 0 0 ... 0 0 0],"[328.45200000000006, 328.20384475599997, 3.9025000000000034, 3, 0, 51.21, 0, 0, 24, 0.6773968240101178, 0.7619047619047619, 4]",328.45200000000006,328.20384475599997,3.9025000000000034,3,0,51.21,0,0,24,0.6773968240101178,0.7619047619047619,4,8.225845180142123,5.945040531551893
75,Steroid,O=C1CCC2C3CC(C4=C(OC)C(C(C)(C)CC4(C)C3CCC21C)=O)=O,8.242509347913112,Inactive,358.52,1,4,0,4,2.533,60.44,0.220366411,-1157.27566,4.0065,-0.23589,-0.06683,0.16906,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-88,[0 0 0 ... 0 0 0],"[358.4780000000001, 358.21440943999994, 3.8766000000000034, 4, 0, 60.440000000000005, 0, 1, 26, 0.7136528623482876, 0.7727272727272727, 4]",358.4780000000001,358.21440943999994,3.8766000000000034,4,0,60.440000000000005,0,1,26,0.7136528623482876,0.7727272727272727,4,8.23305182539326,5.84720303916737
76,Steroid,O=C1CCC2C3CC(C4=C(O)C(C(C)(C)CC4(C)C3CCC21C)=O)=O,8.196778715372892,Active,344.49,0,4,1,4,2.469,71.44,0.230580396,-1117.985188,3.1177,-0.23194,-0.08505,0.14689,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-89,[0 0 0 ... 0 0 0],"[344.45100000000014, 344.19875937599994, 3.7882000000000033, 4, 1, 71.44, 0, 0, 25, 0.7255947071902247, 0.7619047619047619, 4]",344.45100000000014,344.19875937599994,3.7882000000000033,4,1,71.44,0,0,25,0.7255947071902247,0.7619047619047619,4,8.23808018981197,5.77989315370817
77,Steroid,O=C1CCC2C3CC(C4=CC(C(O)=CC4(C)C3CCC21C)=O)=O,8.279690831049871,Inactive,314.41,0,4,1,4,1.566,71.44,0.2359588,-1038.129553,7.2091,-0.24305,-0.08952,0.15353,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-90,[0 0 0 ... 0 0 0],"[314.38100000000003, 314.15180918399994, 2.9281000000000015, 4, 1, 71.44, 0, 0, 23, 0.7460002471697047, 0.631578947368421, 4]",314.38100000000003,314.15180918399994,2.9281000000000015,4,1,71.44,0,0,23,0.7460002471697047,0.631578947368421,4,8.263847687617206,5.446936500683119
79,Steroid,O=C1CCC2C3CC(C4=CC([C@H](OC(C)=O)CC4(C)C3CCC21C)=O)=O,8.349836188672777,Inactive,358.47,2,4,0,5,1.851,77.51,0.239237981,-1192.017126,5.5214,-0.2461,-0.09403,0.15207,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-91,[0 0 0 ... 0 0 0],"[358.43400000000014, 358.1780239319999, 2.8080000000000016, 5, 0, 77.51, 0, 1, 26, 0.6737154220574997, 0.7142857142857143, 4]",358.43400000000014,358.1780239319999,2.8080000000000016,5,0,77.51,0,1,26,0.6737154220574997,0.7142857142857143,4,8.29224342967633,5.10218933146895
81,Steroid,O=C1CCC2C3CC(C4=C(OC)C(CCC4(C)C3CCC21C)=O)=O,8.244203628888876,Inactive,330.46,1,4,0,4,1.654,60.44,0.2233456,-1078.652092,4.4379,-0.23824,-0.07202,0.16622,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-92,[0 0 0 ... 0 0 0],"[330.4240000000001, 330.18310931199994, 3.2405000000000017, 4, 0, 60.440000000000005, 0, 1, 24, 0.740359213791149, 0.75, 4]",330.4240000000001,330.18310931199994,3.2405000000000017,4,0,60.440000000000005,0,1,24,0.740359213791149,0.75,4,8.253215647179092,5.581929574429558
82,Steroid,O=C1CCC2C3CC(C4=C(OCC)C(CCC4(C)C3CCC21C)=O)=O,8.27190707707259,Inactive,344.49,2,4,0,4,2.003,60.44,0.221660113,-1117.971792,4.2125,-0.23694,-0.07102,0.16592,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-93,[0 0 0 ... 0 0 0],"[344.4510000000001, 344.19875937599994, 3.630600000000003, 4, 0, 60.440000000000005, 0, 2, 25, 0.7673235534403766, 0.7619047619047619, 4]",344.4510000000001,344.19875937599994,3.630600000000003,4,0,60.440000000000005,0,2,25,0.7673235534403766,0.7619047619047619,4,8.25538061790457,5.554172733656495
83,Steroid,O=C1CCC2C3CC(C4=C(O)C(CCC4(C)C3CCC21C)=O)=O,8.198099696659426,Active,316.43,0,4,1,4,1.589,71.44,0.23608817,-1039.362653,3.2756,-0.23414,-0.08451,0.14963,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-94,[0 0 0 ... 0 0 0],"[316.39700000000005, 316.16745924799994, 3.1521000000000017, 4, 1, 71.44, 0, 0, 23, 0.7449557179516122, 0.7368421052631579, 4]",316.39700000000005,316.16745924799994,3.1521000000000017,4,1,71.44,0,0,23,0.7449557179516122,0.7368421052631579,4,8.231075100332781,5.8738776977162726
